,Text,Clase
4453,"Hilo⬇️
Afganistán es una terrible derrota de Biden, de la ONU y la UE. Y otro triunfo de China, que se convertirá en socio de los talibanes.
Nuestro primer pensamiento debe ser para los españoles que todavía están allí. Exigimos al gobierno una repatriación que ya tarda demasiado https://t.co/U1PskopeGJ",autopromocio
4454,"El PP consigue el apoyo del PSOE en Andalucía para su ley del menor… una ley que perpetúa el efecto llamada, dando pagas a los que invaden nuestras fronteras, mientras muchos andaluces no pueden pagar la luz .

Solo queda VOX. https://t.co/sLSDJGFFgD",autopromocio
4455,"Todo nuestro apoyo para los civiles, bomberos y militares que están luchando contra las llamas en la provincia de Ávila.

Sois un ejemplo de lucha para España entera 💪🇪🇦 https://t.co/zDk5GD9FOG",autopromocio
4456,"Nueva violación en manada protagonizada por inmigrantes. Esta  vez en Córdoba.

Estas son las consecuencias de la inmigración descontrolada que promociona el Gobierno.

¿Pedirán las feministas del Gobierno la expulsión de las manadas de extranjeros? 

https://t.co/KMl0n2JcBW",autopromocio
4457,"La Guardia Civil, con la ayuda de los ciudadanos, persigue y detiene a narcos en las costas de Granada.

Ayudan más los españoles a la Guardia Civil que el Gobierno de Pedro Sánchez, que sigue sin darles más recursos económicos y materiales para perseguir a los delincuentes. https://t.co/mon2FQ6bTq",autopromocio
4458,"Tenemos un gobierno que no está a la altura de nuestro pueblo. 

Caen #Kabul y #Afganistán, y ni siquiera garantizamos por nuestros propios medios, la seguridad y exfiltración de nuestro personal funcionario y contratado. 

Vergüenza de ministros en @MAECgob y @Defensagob",autopromocio
4459,"“Ver cómo vitorean a quien ha asesinado a tu padre es humillante”
Eduardo, hijo del jefe Policía Municipal de Vitoria D. Eugenio Lázaro Valle asesinado con un tiro en la nuca por ETA

""Pasé cientos de veces con mi padre por esa calle donde le homenajearon"" https://t.co/yQCakyz20f https://t.co/Lno3ozt4AL",autopromocio
4460,"📢 Desde VOX Cartagena tenemos muy claro lo que va a suponer un #CATE en el corazón de la ciudad. 
❌ Más delincuencia 
❌ Más efecto llamada 
❌ Más inseguridad ciudadana 
❌ Menos inversiones en Cartagena https://t.co/kR9ITQEXMO",immigracio
4461,"Continúan las llegadas masivas a nuestras costas ante la mirada atónita de quienes sufrirán las consecuencias en sus barrios: los españoles. 

Sánchez ha decidido no proteger a sus ciudadanos y otros partidos miran para otro lado. Sólo VOX lo denuncia. 

#StopInvasiónMigratoria https://t.co/sNgVoEuiCw",autopromocio
4462,"¡Nos vemos esta tarde, Cartagena! https://t.co/CxmdssQp3B",autopromocio
4463,"Solo VOX está defendiendo los derechos fundamentales, frente al Estado de Alarma y el pasaporte covid.

Todos los demás partidos están dispuestos a atropellar las libertades.

Los tribunales nos dan la razón … por eso se empeñan en controlar a los jueces
https://t.co/GXkdpS3bRg",drets socials
4464,"Gente así se pasea libremente por España. 

Y un jubilado está en prisión por defenderse de un intruso en su hogar.

De los daños que producen los primeros, el gobierno y la legislación progre son directamente responsables.

https://t.co/IOfWjKpSl7",autopromocio
4465,Teníamos razón. Tenemos razón. https://t.co/wIxe6luLf8,autopromocio
4466,"Un Gobierno que abandona a sus héroes es un Gobierno desmemoriado y desagradecido.

Quienes guardan nuestras fronteras, nos protegen y mantienen bien alto el nombre de España jugándose su vida, merecen reconocimiento, gratitud, recursos y salarios dignos.

https://t.co/SEvYrQgpCR",presidencia
4467,"Vox recurre ante el TC la Ley de Salud de Baleares por ""imponer la vacunación obligatoria y el confinamiento forzoso"", por @Maiteloureiro_ https://t.co/IJ3uypZ4b9 a través de @libertaddigital",autopromocio
4468,¿Está construyendo Juanma Moreno el “Estado Libre de Andalucía”? https://t.co/C8Ci7QY3f4,autopromocio
4469,"¡Apartad vuestras manos de nuestros hijos, chusma totalitaria!

Ni matemáticas con perspectiva de género, ni adoctrinamiento en amnesia histórica, ni talleres de sexualidad para preadolescentes, ni ataques a la familia, ni enseñanza en el odio a España. https://t.co/yc0MjNM4dh",igualtat i feminismes
4470,"El Gobierno de la mentira, que venía a traer un “escudo social “, arruina a los españoles.

Mientras tanto, eso sí, Matemáticas de género, Historia al dictado y Religión climática. Son tiranos

¡Los españoles se arruinan encendiendo la luz! 

¡Sánchez solo siembra odio y miseria! https://t.co/iTgT0fo2qR",autopromocio
4471,"Más ideología y menos conocimiento en las aulas quiere decir menos oportunidades para los españoles con pocos recursos.

Solo las elites pueden permitirse el lujo de llenar el currículo educativo de chorradas.

Sin educación no hay futuro para nuestra gente. https://t.co/rlYpIIVh07",autopromocio
4472,"Atropellan derechos como la izquierda.

Mantienen chiringuitos como la izquierda.

Promueven el efecto llamada como la izquierda.

Engañan a sus electores como la izquierda. 

Idolatran a las mismas figuras históricas que la izquierda. https://t.co/Vavf1Putm6",autopromocio
4473,"Más ideología y menos conocimiento en las aulas quiere decir menos oportunidades para los españoles con pocos recursos.

Solo las elites pueden permitirse el lujo de llenar el currículo educativo de chorradas.

Sin educación no hay futuro para nuestra gente. https://t.co/rlYpIIVh07",autopromocio
4474,"El Gobierno de la mentira, que venía a traer un “escudo social “, arruina a los españoles.

Mientras tanto, eso sí, Matemáticas de género, Historia al dictado y Religión climática. Son tiranos

¡Los españoles se arruinan encendiendo la luz! 

¡Sánchez solo siembra odio y miseria! https://t.co/iTgT0fo2qR",autopromocio
4475,"¡Apartad vuestras manos de nuestros hijos, chusma totalitaria!

Ni matemáticas con perspectiva de género, ni adoctrinamiento en amnesia histórica, ni talleres de sexualidad para preadolescentes, ni ataques a la familia, ni enseñanza en el odio a España. https://t.co/yc0MjNM4dh",igualtat i feminismes
4476,El PP continúa acercándose a la izquierda: confirma que está dispuesto a pactar los Presupuestos de Andalucía con el PSOE https://t.co/LBHHR8rhji,autopromocio
4477,"Mientras el PP continúa atacando a VOX, mendiga el voto del PNV.

Aún no han entendido quiénes son los auténticos enemigos de España. https://t.co/sp0XC4kjCd https://t.co/Ver7MOMnA4",autopromocio
4478,"El único que se confunde de enemigo es el PP que:

➡️ Facilitó declarar a @Santi_ABASCAL persona non grata en Ceuta.

➡️ Incumple sus compromisos en Andalucía.

➡️ Votó en contra de la moción contra Pedro Sánchez.

➡️ Y, añorando el bipartidismo, miente manipula y demoniza a VOX. https://t.co/qHxP68cO0K",interior
4479,"El perro de Pepe, el librero de Ciudad Real de 78 años que ya está en prisión por disparar a un ladrón que se había metido en su casa de madrugada, esperaba a su amo. 
Ellos tienen su sentido de la justicia. Proteger al clan. Defenderse del intruso. 
Están locos estos humanos. https://t.co/7GWQgZtTws",autopromocio
4480,"Podía ser el abuelo de cualquiera de nosotros.

Defendió su propiedad y su vida, pero la ley está al lado del delincuente. Mi apoyo a este hombre de 77 años que ahora sufrirá un calvario judicial

¿Qué hacía en España un delincuente extranjero reincidente?
https://t.co/3hbP75Yk5o",drets socials
4481,"Manada pixelada 20 contra 1.
Los más valientes.
Tres años de agresiones en la zona. La policía lo sabía. 
Pero no se actuó.
Debe ser el Sistema.
Si se hubiera actuado antes y no después, a lo mejor Alex no estaría en coma. 
Todo se olvidará.Y hasta la próxima. 
Así es el Sistema. https://t.co/yPybaCjl6B",autopromocio
4482,"La Fiscalía ordena investigar a la @guardiacivil y a la @policia el homenaje por el asesino de ETA Henri Parot convocado en Mondragón @vox_es @FVillacisneros @_Marta_Castro @Santi_ABASCAL @fjosealcaraz
https://t.co/cUKn7aiSdj",autopromocio
4483,"El juez admite la querella de VOX contra Tezanos, que se sentará en el banquillo por un delito de malversación de caudales públicos por utilizar el CIS para favorecer los intereses del PSOE https://t.co/TbEfb0bEvy",autopromocio
4484,"Desde mi juventud temprana leyendo y admirando a Mikel Azurmendi. A veces discutiendo con él cuando ya trabamos amistad. 

Hoy nos ha dejado.

Descanse en Paz Mikel Azurmendi
🙏🏻✝️ https://t.co/pN72vy1ru0",autopromocio
4485,"La manada de Zaragoza.

Las televisiones no harán programas especiales, no veremos sus caras y la izquierda no hará manifestaciones porque no son españoles. 

¡Expulsión y que cumplan la condena en su país! https://t.co/uoijHltXNk",immigracio
4486,"Titular incorrecto. Moreno solo adelantará elecciones si incumple su pacto con VOX.
Moreno no cumple con el acuerdo de investidura, sigue el efecto llamada a la inmigración ilegal y perpetúa políticas socialistas. Por supuesto que bloquearemos la continuidad de políticas progres https://t.co/NvZpHVAS4g",autopromocio
4487,"Sin carne, sin luz, sin aire acondicionado, sin fiestas, sin derechos laborales, sin tradición, sin arraigo.

El plan de la izquierda pija es arrebatar todo a los trabajadores.

¡Basta ya! https://t.co/7LipbV3moo",autopromocio
4488,"‼ #URGENTE

Tezanos se sentará en el banquillo por presunta malversación por utilizar al CIS para favorecer al PSOE en las encuestas.

El Juzgado de Instrucción Nº 29 de Madrid admite todas las diligencias solicitadas por VOX 

#VOXÚtil 💪🇪🇸

https://t.co/aowI1uWDNd",autopromocio
4489,"Un Gobierno que traiciona a su pueblo, pisotea a sus ciudadanos y actúa al margen de la ley es un gobierno ilegítimo

Quien lo sostenga, con su acción o inacción, será responsable de la destrucción de afectos, vínculos, derechos y libertades que sufrimos.

https://t.co/a0gJQ4JKfC",presidencia
4490,"""Con la irresponsable -y contraria al interés general- decisión de aprobar la OPA del grupo australiano IFM a Naturgy, el Gobierno socialcomunista no protege ni incentiva la necesaria independencia energética de España"". Por @vicpiedra https://t.co/xOkvM0tSrG",autopromocio
4491,"Podía ser el abuelo de cualquiera de nosotros.

Defendió su propiedad y su vida, pero la ley está al lado del delincuente. Mi apoyo a este hombre de 77 años que ahora sufrirá un calvario judicial

¿Qué hacía en España un delincuente extranjero reincidente?
https://t.co/3hbP75Yk5o",drets socials
4492,"Un Gobierno que traiciona a su pueblo, pisotea a sus ciudadanos y actúa al margen de la ley es un gobierno ilegítimo

Quien lo sostenga, con su acción o inacción, será responsable de la destrucción de afectos, vínculos, derechos y libertades que sufrimos.

https://t.co/a0gJQ4JKfC",presidencia
4493,"No permitiremos que Pedro Sánchez ni sus imitadores pisoteen los derechos fundamentales de los españoles.

Tampoco que el certificado Covid suponga una excusa para suprimir libertades. 

#VOXÚtil 💪🇪🇸 https://t.co/99y6raPI00",autopromocio
4494,"#Editorial | ""Noventa días desde el triunfo de Ayuso, casi 900 de la derrota exitosa de Moreno Bonilla, y las leyes ideológicas siguen ahí, el derroche del dinero de nuestros impuestos sigue ahí y la libertad real va desapareciendo"". https://t.co/XGWUGF1zcC",autopromocio
4495,"Asia está quemando neumáticos y vertiendo toneladas de plásticos a los mares los 365 días del año.

Mientras tanto, el Gobierno te cruje a restricciones, sanciones e impuestos porque estás bebiendo en un vaso de plástico, comiendo un chuletón o usando tu coche diésel de 10 años. https://t.co/GClf6hBgfY",autopromocio
4496,"🥇 Medalla de oro en paro juvenil para el Gobierno del @PSOE y @PODEMOS.

#Tokyo2020 #JuegosOlimpicos https://t.co/atr5BRjx1b",autopromocio
4497,Oposición frontal de VOX al ‘pasaporte covid’ del PP en Andalucía: ‘Es una salvajada que vulnera los derechos de los ciudadanos. Juanma Moreno ya imita las tropelías de Sánchez’ https://t.co/pYHuRArnr8,autopromocio
4498,"Aviso para navegantes en aguas turbulentas. 

Si Ayuso toma el rumbo de Feijoó, Juanma Moreno y  Sánchez se encontrará con VOX enfrente, incluso en los tribunales.

No vamos a permitir más vulneraciones, discriminaciones y atropellos a los derechos fundamentales de los españoles. https://t.co/ZVUVnmCCZ4",autopromocio
4499,"Juanma Moreno quiere terminar de hundir a la hostelería de Andalucía y pisotear los derechos de los andaluces.

Que no cuenten con nosotros para esta inconstitucionalidad. 

Recurriremos ante los tribunales y exigiremos elecciones. https://t.co/RbeI7VCUHQ",autopromocio
4500,"Ceuta no fue un caso aislado. El PP sigue alineándose con la izquierda para demonizar y deshumanizar a 4 millones de españoles.

Si Pablo Casado no desautoriza estas acciones, se convertirá en responsable de las amenazas y agresiones contra VOX.

https://t.co/yUNpg6syoq",autopromocio
4501,"Aviso para navegantes en aguas turbulentas. 

Si Ayuso toma el rumbo de Feijoó, Juanma Moreno y  Sánchez se encontrará con VOX enfrente, incluso en los tribunales.

No vamos a permitir más vulneraciones, discriminaciones y atropellos a los derechos fundamentales de los españoles. https://t.co/ZVUVnmCCZ4",autopromocio
4502,"El certificado COVID es una barbaridad. Vulnerará los derechos de los andaluces y otorgará poderes excepcionales y arbitrarios a las distintas administraciones.

‼️ Ni atropellos de Sánchez ni atropellos de sus imitadores. https://t.co/3CVzGvzcCL",autopromocio
4503,"El mayordomo Sánchez da un paso más en su blanqueamiento del golpismo con la mesa de la traición

Hoy, como otros antes, pacta nuevos traspasos de competencias. Mañana, lo que necesite para seguir en el poder

España necesita un gobierno fiel a los españoles, no a los golpistas. https://t.co/x9A7PKwYGg",autopromocio
4504,"✅ #VIVA21 🇪🇸, el gran acto que prepara VOX que permitirá a los españoles disfrutar de la belleza y la riqueza de todas las provincias de España. 

Será el 9 y 10 de octubre en un recinto al aire libre de Madrid.

📰 Nota de prensa: https://t.co/vXiuNprYYG https://t.co/gWV1vAuZGX",autopromocio
4505,"¡Vuelve a sentir España!

🤳 Resérvate el 9 y 10 de octubre para acudir a #VIVA21 🇪🇸, un gran acontecimiento que permitirá a los españoles disfrutar de la riqueza cultural de todas las provincias españolas reunidas en un mismo lugar. 

➡ Entra en https://t.co/wDrwwSg4LD https://t.co/RUK9sBK5Mg",autopromocio
4506,"🇪🇸 #VIVA21, el gran evento que prepara VOX para volver a poner a España en pie.

Se convertirá en un acontecimiento anual que movilizará a todas las delegaciones provinciales y a organizaciones de la sociedad civil.

➡️ Resérvate ya el 9 y 10 de octubre: https://t.co/9udlwGNdvN https://t.co/KloNnJv4si",autopromocio
4507,"Claro que no hay cabida en España para tu odio. 

Aquí se te ve en 2014 entre gritos de ""Allahu Akbar"" y ""Nos vais a temer hasta el día del Juicio Final"".

El PP y el PSOE de Ceuta deberán explicar por qué pactan contigo para pisotear las convicciones de miles de ceutíes. https://t.co/T9InyEggUp https://t.co/lbp6f5ouia",autopromocio
4508,"La riqueza y belleza de España es única.

VOX prepara #VIVA21 🇪🇸, un acontecimiento que permitirá a los españoles disfrutar de esa riqueza y esa belleza en un mismo recinto donde estarán todas las provincias representadas. 

Resérvate el 9 y 10 de octubre https://t.co/N7GPfpLrND https://t.co/RnOwet5mA9",autopromocio
4509,"""No, no papá no""
Esther, hija del Guardia D. Aurelio Salgueiro López, padre de 7 hijos, asesinado a balazos en presencia de su hijo de 14 años en Mondragón por los cobardes de ETA.

""ETA asesinó a mi padre 5 días antes de que mi hermana cumpliera un año""
https://t.co/GyNIkmuvP4",autopromocio
4510,"📰 @Santi_ABASCAL sobre la imposición del pasaporte Covid en hostelería:

""Es una salvajada que no van a aceptar ni los que eligen vacunarse"". 

⬇️⬇️⬇️ 

https://t.co/kZLlSmFYeY",presidencia
4511,"Años y años de presiones, amenazas, boicots y apartheids contra cualquier artista disidente han convertido a los artistas libres en una especie en peligro de extinción. Mi reconocimiento a @Sherpabaron por su dignidad y su valor.
https://t.co/OJJxt81tdx",cultura
4512,"Vecinos de Almería denuncian que inmigrantes magrebíes se cuelan en sus urbanizaciones y que están atemorizados.

Pero a Juanma Moreno le preocupa más su globalista ""Estrategia Andaluza para la Inmigración"" que proteger a los andaluces de la inseguridad.

https://t.co/RprG6Cpnon",autopromocio
4513,"El bipartidismo, convertido en caciquismo autonómico, sigue sin entender que no puede recortar derechos fundamentales arbitrariamente. 

Lo que pretenden con el pasaporte covid es una salvajada que no van a aceptar ni los ciudadanos que voluntariamente eligen vacunarse. https://t.co/66Vglf540a",presidencia
4514,"Los más de 100 millones de muertos que causó el comunismo, divididos por países.
Con la excepción de la dictadura camboyana, los responsables de estos genocidios han quedado impunes y en países democráticos aún se blanquea a ese movimiento totalitario:   
https://t.co/JF8f9Q9s2w",presidencia
4515,"El bipartidismo, convertido en caciquismo autonómico, sigue sin entender que no puede recortar derechos fundamentales arbitrariamente. 

Lo que pretenden con el pasaporte covid es una salvajada que no van a aceptar ni los ciudadanos que voluntariamente eligen vacunarse. https://t.co/66Vglf540a",presidencia
4516,"Dos magrebíes cortan el cuello a un joven en Gran Canaria para robarle: ""lo tenía totalmente seccionado. Por pocos milímetros no falleció"".

Lo que llevamos viendo durante años en otros países europeos se está reproduciendo aquí.

Y los medios de comunicación siguen callando. https://t.co/EbYsWbloDI",autopromocio
4517,"Están desesperados. No saben cómo combatir a VOX sin utilizar la violencia. No conseguirán amedrentarnos 💪🇪🇦

@JM_Kichi es uno de los responsable de que los gaditanos sufran un desempleo estructural y salarios precarios. Cadiz se liberará de él en cuanto se convoquen elecciones. https://t.co/2Ip7T5WX8D",autopromocio
4518,"Lo dijimos en octubre de 2017 en las calles de Barcelona. Y no hemos dejado de decirlo ni un solo día desde entonces.

¡Puigdemont a prisión!, ¡Golpistas a prisión!

España ni se vende ni se trocea; se defiende 💪🇪🇦 https://t.co/JL8KQtOkfM",justicia
4519,"En Efficold, el monopolio sindical era de @CCOO. 

Se les acabó la buena vida, les obligáremos a justificar todas y cada una de las horas sindicales que usen.

✖️Acabáremos con la mafia sindical. https://t.co/s5HDSe5T83",autopromocio
4520,"Gracias por tu generosidad y reconocimiento, querida Rosa. @rosadiezglez https://t.co/lceRLUYk1J",autopromocio
4521,"23 de las 25 ciudades que más contaminan en el mundo están en la China comunista responsable del COVID

Que llamen a sus puertas los inquisidores de la religión climática y dejen en paz a nuestros agricultores, nuestros ganaderos y nuestras industrias. https://t.co/yWXNrxMAOe",autopromocio
4522,"📸 Hoy nuestro secretario general, @Ortega_Smith, ha inaugurado 
nuestra sede en la calle Navellos, junto a nuestro presidente @JoseMa_Llanos, afiliados y simpatizantes.

💪🇪🇦 Seguiremos dando la batalla ideológica a la izquierda, al pancatalanismo y a la corrupción. https://t.co/2KiTWUOgi5",autopromocio
4523,"El PP andaluz a favor de imponer el pasaporte covid en espacios públicos y de implantar el toque de queda.

¿Cómo era eso de comunismo o libertad?

En VOX no vamos a tolerar que en Andalucía se discrimine a los españoles y se les restrinjan sus libertades.
https://t.co/t8B7DY76n3",autopromocio
4524,"✅ Las auditorías exigidas por VOX en Andalucía confirman que el PSOE montó un enorme entramado corrupto para enchufar y enriquecer a sus amigos.

Exigimos a Juanma Moreno su desmantelamiento y un mejor uso de los recursos públicos.

#VOXÚtil 

https://t.co/tGiaRTNONW",autopromocio
4525,"Nadie podrá decir q miento. 
El sr. Isidoro Moreno gracias a @JuanMa_Moreno y @populares adoctrinará en @canalsur a nuestra juventud sobre el DERECHO A DECIDIR, el AUTOGOBIERNO y la SOBERANÍA de #Andalucía contra #España   
Pasen y vean 
#FueraAutonomías 
https://t.co/jDYok7vImu",autopromocio
4526,"Los aliados del gobierno insultan al Rey y a España. Y el gobierno colabora para que el insulto se convierta en afrenta.

No nos puede sorprender. Miembros de este gobierno han afirmado que asaltarían la Zarzuela para asesinar a la familia real. https://t.co/fyVnSak0eM https://t.co/XqdZklRxhU",accio climatica alimentacio i agenda rural
4527,"Valoración de la comparecencia de Pedro Mentiras :

No hace falta esperar a escuchar sus embustes, elude ir al Congreso para que no se los recordemos. El narciso solo se escucha a sí mismo y a sus aduladores.",autopromocio
4528,"El PP vota, de nuevo, contra VOX: se coloca del lado del PSOE y rechaza el debate para revocar el nombramiento de Abascal como persona ‘non grata’ https://t.co/Tq9cMgfkpr",presidencia
4529,"Valoración de la comparecencia de Pedro Mentiras :

No hace falta esperar a escuchar sus embustes, elude ir al Congreso para que no se los recordemos. El narciso solo se escucha a sí mismo y a sus aduladores.",autopromocio
4530,"Un programa para el radical andalucista Isidoro Moreno en @CanalSurRadio, dispondrá de dos horas semanales para lavar el cerebro a los oyentes. Lo que nos faltaba, @JuanMa_Moreno se apunta al carro de la disgregación nacional de @FeijooGalicia.

El PP...

https://t.co/advlk4eAic",autopromocio
4531,"La UE y el Gobierno siguen sin hacer nada en defensa de nuestro campo.

Es inadmisible que nuestros agricultores estén desprotegidos ante la entrada masiva de productos de Marruecos que compiten en condiciones desiguales.

Ni invasión migratoria ni comercial, #LoNuestroPrimero 🇪🇸 https://t.co/dTuPRxyAcR",autopromocio
4532,"Ceuta sólo es la guinda: las otras zancadillas del PP que Vox ha soportado hasta ahora. 
El PP lleva dos años alimentando el cordón antidemocrático contra Vox, incluso pactando con PSOE, Podemos y los separatistas para marginar a Vox en las instituciones: 
https://t.co/I6Z4pZZTfB",autopromocio
4533,"🚨🚨🚨

@Macarena_Olona se planta ante los terroristas callejeros en Cádiz. 

Estas son las consecuencias de la estrategia de demonización y deshumanización impulsada por el bipartidismo político y mediático contra VOX.

¡NO OS TENEMOS
MIEDO! 💪🇪🇸 https://t.co/kYhdO5S3W5",autopromocio
4534,"La Mesa de la Asamblea de Ceuta no permite que mañana se debata durante el pleno revocar el nombramiento de Santiago Abascal como persona ‘non grata’.

De nuevo el PP vota junto al PSOE contra el partido que más apoyo recibió de los ceutíes en las últimas elecciones generales. https://t.co/7OgVz0Pt6B",presidencia
4535,"""El futuro pertenece a los patriotas"". El mensaje esperanzador, de fuerza y de confianza en el futuro de Abascal a los españoles en el día de Santiago Apóstol, patrón de España. Por @rebecacrespo_ https://t.co/HfmlV1F5tS",presidencia
4536,"‼ #URGENTE 

VOX da por rotas las relaciones con el PP mientras no enmiende la afrenta a @Santi_ABASCAL en la Asamblea de Ceuta:

@Jorgebuxade ""O repara el daño producido con esa votación o no nos va a poder seguir reclamando ayuda para aprobar sus propuestas"".

⬇⬇⬇ https://t.co/WRFoVTQD0S",autopromocio
4537,"Rechazamos que el certificado de vacunación sea motivo de discriminación entre españoles en la educación, el empleo, el uso de servicios públicos o el ejercicio de derechos y libertades. 

El único carnet que reconocemos es el que nos acredita en nuestra condición de españoles. https://t.co/b7RY6f3vnL",autopromocio
4538,"El PP sigue insistiendo en demonizar a VOX.

Almeida: ""Necesitamos a más personas como Vivas y menos declaraciones incendiarias"".

¿Qué declaración de @Santi_ABASCAL en Ceuta ha sido incendiaria para ser declarado ""persona non grata"" donde fue el más votado? https://t.co/ECBbUwAfHM",immigracio
4539,"El PP es culpable de que el español se persiga en la Comunidad Valenciana y en las Islas Baleares, donde ha gobernado, y en Galicia, donde gobierna actualmente con mayoría absoluta. 

¿Por qué unos padres no pueden escolarizar en español a sus hijos en Galicia @pablocasado_? https://t.co/p9NsBzxyn3",autopromocio
4540,"‼️💡 España sufre un apagón nacional por nuestra dependencia con otros países.

Sin soberanía energética, España seguirá siendo una nación débil.

Sin soberanía energética, los españoles seguirán pagando la luz más cara de Europa. https://t.co/mrGkV2TopW",autopromocio
4541,"El PP colabora en la campaña de demonización de VOX. Una campaña que produce violencia contra nosotros, nuestros simpatizantes y nuestras familias

Al mismo tiempo pretende nuestro apoyo para sus iniciativas en varios parlamentos

O una cosa o la otra. Las dos no van a poder ser https://t.co/jEkLnLWGYR",autopromocio
4542,Gracias Carlos. https://t.co/l7FfrI2Nu3,autopromocio
4543,Gracias Luis. https://t.co/fEn4t8yMDw,autopromocio
4544,Gracias Inés. Tú y yo sabemos que este tipo de demonización constituye la antesala de la violencia. Un abrazo. https://t.co/kV2zM5D35o,autopromocio
4545,"Todo nuestro apoyo al equipo olímpico en #Tokyo2020

Nos vais a regalar grandes momentos que van a emocionar a España entera.

¡Muchas gracias por representarnos y a por el oro! 💪🇪🇸 https://t.co/1GRJ2b0udj",autopromocio
4546,Gracias Germán. https://t.co/SbIdHmfWRq,autopromocio
4547,"Con el apoyo del PSOE y la abstención del PP. 

Con el apoyo del PSOE Y LA ABSTENCIÓN DEL PP.

«La Asamblea de Ceuta declara persona non grata a Santiago Abascal y le compara con Hitler»
https://t.co/0CQHo5fWTI",autopromocio
4548,Nombrar persona non grata en #Ceuta al q más votos ha sacado no suena ni coherente ni democrático… https://t.co/IlEsxUN0W4,igualtat i feminismes
4549,"Los ciudadanos ceutíes ejerciendo su libre albedrío fueron a las urnas y declararon a @Santi_ABASCAL hijo predilecto. Hoy los políticos q perdieron en las urnas se han tomado la revancha; ojo, no contra @Santi_ABASCAL sino contra los ciudadanos. Ni respeto ni vergüenza. https://t.co/tABGMXPYdB",autopromocio
4550,"‼ El PP ha dado hoy un paso más contra @Santi_ABASCAL 

Ha permitido, con su abstención, que el PSOE y el partido islámico MDyC declaren ‘persona non grata’ a Santiago Abascal en Ceuta. 

Una vez más el PP se une a la demonización de VOX. https://t.co/tPjDHhQWN6",interior
4551,"El PP colabora en la campaña de demonización de VOX. Una campaña que produce violencia contra nosotros, nuestros simpatizantes y nuestras familias

Al mismo tiempo pretende nuestro apoyo para sus iniciativas en varios parlamentos

O una cosa o la otra. Las dos no van a poder ser https://t.co/jEkLnLWGYR",autopromocio
4552,https://t.co/BvAoXevL87,autopromocio
4553,"El PSOE de Ceuta vota a favor de nombrar persona non grata a uno de los dos líderes de la oposición de España. 

Ojo no le vayan a buscar a casa en camioneta, que los socialistas tienen un historial jodido.

Por cierto, el PP: abstención. ¿Por qué?  https://t.co/5ISmiMmyIj",autopromocio
4554,"Qué pandilla de traidores y vendepatrias, también los que se han abstenido. https://t.co/2V5ASOd8A5",autopromocio
4555,"👉🏻 Si con la concurrencia cobarde del @PP_Ceuta se aprueba, a propuesta de los promarroquíes, la declaración de persona non grata a @Santi_ABASCAL en la ciudad donde @vox_es es primera fuerza política. Es que la desesperación es abrumadora y ya no saben cómo parar lo imparable. https://t.co/1rDjqAuRYF",immigracio
4556,"Bonito homenaje de la Guardia Real al Regimiento Alcántara.

Una gesta de la que hoy hace 100 años, y que nos recuerda que incluso en mitad del desastre hay que mantenerse en pie, aunque sea para salvar a los que huyen. https://t.co/S4a77Vmx6X",autopromocio
4557,"‼ #URGENTE | VOX se querella contra Tezanos por malversación de caudales públicos y administración desleal del CIS para favorecer al PSOE.

VOX aporta pruebas periciales que constatan la
manipulación sistemática. 

📰 Nota de prensa: https://t.co/jEA9VGc4MY https://t.co/Tb6kvSUFN5",autopromocio
4558,"Bueno, el entrecomillado corresponde a un gañán socialista a quien la presidenta del Pleno permite insultar cuanto se le antoja al representante de Vox. 

O sea, no es una “bronca entre x e y”. Es un impresentable insultando a un señor. https://t.co/qnc6XVSfQR",autopromocio
4559,"Abascal advierte al Gobierno tras aprobar la nueva ley de 'memoria': ‘Estamos preparados para volver a reconstruir todo lo que derriben, incluso la cruz más grande del mundo’ https://t.co/U0jTIhlcJD",interior
4560,Ánimo Carlos. No nos van a atemorizar ni los invasores ni sus cómplices. #CeutaEspañola https://t.co/EQStXscYp6,igualtat i feminismes
4561,"‼ #ÚLTIMAHORA Gracias a las actuaciones judiciales de VOX, se paraliza el pago de 34 millones de euros a la aerolínea chavista Plus Ultra.

VOX seguirá luchando para que el Gobierno no haga un uso fraudulento del dinero de los españoles.

Así lo explica @_Marta_Castro https://t.co/SB3j7ClxuN",autopromocio
4562,"❌📞 Que se olvide el gobierno de hacernos llamaditas telefónicas para cubrir el expediente y contarnos su ley de memoria totalitaria.

Nos vemos con el Gobierno en las Cortes y en los tribunales.

https://t.co/N7OnQJQYy5",autopromocio
4563,"Somos el segundo país de la UE con la tarifa de la luz más alta.

El verdadero drama que sufren todos los españoles y que el Gobierno no está dispuesto a solucionar.

Estamos ante el Gobierno que da más la espalda a sus compatriotas. https://t.co/MG1DXV5J2B",autopromocio
4564,"‼ #URGENTE 

Gracias a la querella de VOX, Echenique será juzgado en el Tribunal Supremo por el tuit donde alentaba a sus seguidores a realizar protestas violentas por Pablo Hasel.

📢 #VOXÚtil 

https://t.co/aDUByAJUAe",autopromocio
4565,"El PSOE y el PP son culpables de perpetuar un terrible efecto llamada.

Hay que mandar el mensaje exactamente contrario: solo se queda en España el que entre legalmente y no delinca, y todo el que entre respetando la cultura que le acoge.

Noticia de ayer (izq.) y de hoy (dcha.): https://t.co/9Tl8Xc67Ex",autopromocio
