,original,clase
589,"‼?? Mensaje de @Santi_ABASCAL en el día de Santiago Apóstol, Patrón de España. “Hay motivos para la esperanza. El futuro es de los patriotas” ??????⬇⬇⬇ https://t.co/LK8xpe9Ke8",presidencia
590,"Desde el Gobierno, #Cumplimos2021.Por segunda vez consecutiva, los delegados y delegadas del Gobierno de ???? rinden cuentas de los compromisos cumplidos en el 1º semestre de 2021A pesar de la pandemia, desde el Gobierno avanzamos en nuestra hoja de ruta y cumplimos con las CCAA https://t.co/uLgqNa7dng",presidencia
591,"El cantant de rap i antifeixista italià @francescokento ha escrit una cançó contra la repressió i la censura a Espanya. Parla dels Borbons, Carrero Blanco, Catalunya... de tot allò que a @PabloHasel @valtonyc i tants altres ha provocat persecució judicial.https://t.co/akA3zS7h4L",drets socials
592,"Avui he visitat l’@harnaulleida i @afrucat, a Lleida.??Constatem una setmana més la necessitat urgent de tenir Govern a Catalunya.??Reclamo poder presentar la meva candidatura a la investidura per formar un govern d’esquerres que atengui les necessitats reals de Catalunya. https://t.co/1R272I6vo8",interior
593,La Mesa de la Asamblea de Ceuta no permite que mañana se debata durante el pleno revocar el nombramiento de Santiago Abascal como persona ‘non grata’.De nuevo el PP vota junto al PSOE contra el partido que más apoyo recibió de los ceutíes en las últimas elecciones generales. https://t.co/7OgVz0Pt6B,interior
594,"??Des d' Aitona, al Baix Segrià, donem suport al sector de la fruita dolça de les comarques de Lleida??????#LleidaImplicada?? https://t.co/IsW9p6AAI5",economia i hisenda
596,Mañana acompañarán al presidente @sanchezcastejon:?? @vonderleyen.?? @CharlesMichel.?? @JosepBorrellF. ???? será el corazón político y centro de los valores de ??????️ @jmalbares en @DebatAlRojoVivo #LaEspañaQueHacemos_ https://t.co/gpyNJVN33K,presidencia
597,Demà treballadores i treballadors dl @112 comencen una vaga indefinida.El Dep. d Treball els imposa serveis mínims del 85% pq són un servei essencial. Per aquest mateix motiu és imprescindible la seva internalització!Tot el suport a aquesta vaga! Per una gestió directa del 112! https://t.co/XIvCNMOBjU,empresa i treball
598,“Estamos reivindicando los mejores valores y principios de la UE: la unidad y la solidaridad. La unidad entre todos los Estados miembros y la solidaridad con aquellos que sufren y con los que tenemos un compromiso de protección de sus vidas y de su futuro”.?? @sanchezcastejon https://t.co/S3ZxbYGwvW,presidencia
599,"La memoria democrática significa capacidad de resiliencia.Igualdad, justicia, reparación, dignidad...¿Quién no puede compartir esos valores?Se trata de derechos humanos.Memoria es educación, es historia.Es el futuro de hablar de una sociedad más capaz. ??  @_JuanEspadas https://t.co/5QCcFQJ3hC",drets socials
600,Me pregunto a quién le puede parecer una buena idea usar la homofobia como estrategia comercial. Nuestra sociedad es diversa y tolerante. Ojalá aprendan a serlo también quienes tienen el poder para tomar las decisiones sobre lo que vemos y oímos en anuncios y programas de TV.,igualtat i feminismes
601,?? Quina tristesa i quina ràbia que el nom de #santacoloma s'hagi de relacionar amb la corrupció?? Quanta feina a fer queda perquè la política estigui al servei de la gent i no dels negocis https://t.co/LLbR7sjKp7,drets socials
602,"Creemos empleo derogando los impuestos de sucesiones, donaciones y patrimonio, bajando cotizaciones sociales, tarifa autónomos y fiscalidad al ahorro.Debatimos con el ex Gobernador del Banco de España Caruana, el ex Presidente de la Bolsa Pizarro y el ex secretario Estado Legaz https://t.co/Syry5LPy0s",empresa i treball
603,Un nou èxit del jutge Llarena.Moltes felicitats ⁦@ClaraPonsati⁩!! https://t.co/RhvIHre7xs,autopromocio
604,Avui el Consell de Ministres dóna llum verda a la seva primera llei de reforma de les pensions. Quan va sortir-ne l’esborrany ara fa us mesos vaig fer aquest fil explicant què hi ha darrere d’aquests canvis: van en la direcció contrària de repartir els treballs i la riquesa. https://t.co/bhb6P0n34e,interior
605,"Esto sería inimaginable en otro país: 1. El Gobierno, PSOE, financia una exposición que promueve la leyenda negra contra su Nación.2. El Ayuntamiento de la ciudad que se ve atacada, PP, le cede un espacio preferente.3. Uno de sus bancos, el @bancosantander, lo patrocina. https://t.co/kX0OUsFVyl",interior
606,"Todo el apoyo y cariño desde @igualdadgob para la familia de la mujer asesinada en la provincia de Sevilla. Seguimos en alerta machista. Necesitamos de toda la unidad institucional, feminista y del conjunto de la sociedad para salvar las vidas de las mujeres. #NosQueremosVivas https://t.co/amFPq8ynv7",igualtat i feminismes
607,"Com no podia ser de cap altra manera, el Tribunal General de la Unió Europea retorna la immunitat a @KRLS, @toni_comin i @ClaraPonsati. És una molt bona notícia per l'independentisme i la democràcia. Europa ens fa arribar la justícia. Seguim endavant. https://t.co/oCgafWoIJc",interior
608,"“Si no se usan las ayudas de forma adecuada, no podemos asegurar una segunda oportunidad”. ➡️ El gran desafío al que se enfrenta España es el desempleo juvenil, por lo que tiene que invertir en futuro.?? @ManfredWeber https://t.co/E2xKPOhNR2",empresa i treball
609,"Quina és la xifra a la que està disposat a arribar el govern espanyol? El 2015 era —només— de 17.337 persones (via  reassentament i reubicació). Es va completar —només— l’11%. Per altra banda, de les sol·licituds d’asil resoltes durant el 2020, —només— van ser favorables el 5%. https://t.co/7hW0I3niEy",interior
610,"??️@jorfabrega sobre els Jocs Olímpics d'Hivern Pirineus-Barcelona 2030: “Hem d’aconseguir que siguin uns Jocs sostenibles i amb el consens del territori, que donin feina i millorin els serveis del Pirineu”. ?? Recupera l'entrevista a @Radio_Pirineus: https://t.co/xZ8yGbFrJ1 https://t.co/uOojGq1YG0",cultura
611,Impulsamos una ley que nos dice quiénes somos y quiénes queremos ser.⮕ Ser humanitarios con las familias que sufrieron en sus carnes la represalia franquista. ⮕ Reparar moralmente a las víctimas y fomentar valores democráticos. #PorMemoriaDemocrática ✊ ?? Félix Bolaños https://t.co/1upLI3aLSJ,justicia
612,"??️ @ManuelAcosta69: ""Rechazamos cualquier plan educativo en las aulas que tenga como objeto ideologizar y adoctrinar a los menores y que se financie con recursos públicos"".✅ El Pin Parental es lo único que aleja a los corruptores de menores de los colegios. https://t.co/El6POLaFMj",educacio
613,"??Tot i els esforços de @bomberscat tota la nit, l'#IFLlançà continua inestable i obert. Amb esperança que l'ajuda dels mitjans aeris porti bones notícies.Aquest estiu sec i calorós, cuidem el medi natural i els Bombers. Una abraçada molt forta a tota la gent de  l'Alt Empordà. https://t.co/IFOjRsLaAP",accio climatica alimentacio i agenda rural
615,Una societat democràtica basa els seus principis en el respecte als Drets Humans i a les convencions internacionals. Espanya fa massa temps que ha perdut aquesta centralitat. Demanem que s'aturin les repatriacions il·legals de menors.https://t.co/CI1hwxdRbN,drets socials
616,"Comença a caminar una nova Generalitat. Amb el compromís inequívoc de fer més fàcil, amable i feliç la vida de la ciutadania. Personalment, ho donaré tot per fer possible la Catalunya pròspera, justa, verda, feminista i lliure que volem per als nostres fills i filles. https://t.co/nLjiL6SkwL",interior
617,"Després de gairebé 4 anys de presó, és un plaer retrobar-me amb la gent de les Terres de l’Ebre i passejar pels seus carrers. Visitar-vos sempre ens ajuda a ser més i més forts. Gràcies per la rebuda! https://t.co/v5WNSrPmCO",interior
618,"Gracias a Luis de Guindos por inaugurar un año más nuestro curso de verano.El BCE mantiene la respiración asistida pues los fondos UE no compensan el boquete económico si no creamos empleo, bajando impuestos y burocracia con más flexibilidad y competitividad.Hay alternativa???? https://t.co/0ICpivRVc1",empresa i treball
619,??Comunicat de Junts per Catalunya sobre la devolució dels menors des de Ceuta. ?? Llegeix el comunicat al nostre web: https://t.co/ySwvGZKRFM https://t.co/DcWSFj0sco,justicia
620,El Gobierno de la Generalitat quiere que Aena pague la ampliación del aeropuerto de El Prat y luego les regale la gestión. No saben gestionar ayudas a los autónomos y pretenden gestionar un aeropuerto internacional. https://t.co/sIzJtjJjM3,drets socials
621,"""Hay componentes de la factura de la luz que no son costes energéticos. Por lo tanto, hay una parte de la factura que sí depende del Gobierno"".??Proponemos bajar impuestos y eliminar los costes no energéticos.??El PSOE no tiene ningún plan. ??️ @JavierMaroto en @MasDeUno",interior
622,?? Empresa i Treball fa el pagament de 60.867.700 euros corresponents a l'ajut per a persones en ERTO i fixes discontinues https://t.co/cnbxT1yLZH,empresa i treball
623,Preocupada per les notícies que arriben des d'Alemanya. Tot el meu escalf a les persones afectades. Cada vegada són més evidents les conseqüències del canvi climàtic ?? L'únic futur possible és verd i té forma de transició ecològica ?? https://t.co/sV0tn7mWip,accio climatica alimentacio i agenda rural
626,"Este #4M los madrileños y las madrileñas podéis romper el círculo vicioso.¡Con vuestro voto, paráis la crispación! ??️El futuro de Madrid pasa por @equipoGabilondo ?? Madrid, ¡Es hora de dar paso a quien quiere gobernar EN SERIO! ⚡?? @salvadorilla  #PalabraDePresidente https://t.co/6hwacoQihs",presidencia
627,"Venim de lluny per anar més lluny encara. Cada comarca i ciutat de Catalunya té referents en defensa de la llibertat que encadenen un llegat de compromís polític amb el país de generació en generació; com a Tarragona, en Josep Sendra i Navarro a qui avui hem acomiadat. DEP https://t.co/3Gyq4QMcXE",interior
628,"La última ""innovación empresarial"" de Glovo es una subasta a la baja que juega con la desesperación de la gente para obtener más beneficios. Este es el modelo laboral que apoya el PP: la guerra del penúltimo contra el último. https://t.co/CNbPdBd9Tn",empresa i treball
629,"Orgullosos de un equipo que se hizo familia, y que demostró al mundo valores como el compañerismo, la humildad y el sacrificio. Gracias por tantos momentos eternos. GRACIAS #LaFamilia #GraciasPau #GraciasMarchttps://t.co/s0R2oleNvd",cultura
630,Los incendios han vuelto a golpearnos duramente un verano más. Toca ayudar a quienes han sufrido los efectos de esta y otras catástrofes naturales y eso es lo que va a hacer el Gobierno: habilitamos las ayudas necesarias para asegurar a los afectados una recuperación justa. #CMin https://t.co/JbYJheXFkf,accio climatica alimentacio i agenda rural
631,"Esta última semana hemos visto que existen dos realidades paralelas: la de los hechos y la que el PP nos cuenta. Como una imagen vale más que mil palabras, os hacemos un repaso visual de la semana vivida por el Partido Popular.¡Dentro ??!??",interior
632,"Nuestro apoyo y gratitud a ti @sanchezcastejon 

?? A tu gobierno.
?? A tu liderazgo.

España ha mostrado su humanidad y su gran sentido de la solidaridad.  

España es un ejemplo de lo que es el alma de Europa en su mejor expresión.

??️ @eucopresident
??️ @vonderleyen https://t.co/nvdyN5KRCt",presidencia
633,"Muy fan de @apeleteirob.

Orgullosas de que nos representéis y orgullosas del país que somos???? https://t.co/s3PvGxEycc",presidencia
634,"España ofrece al alto representante de la UE @JosepBorrellF acoger temporalmente a los afganos que han trabajado para la Unión Europea, antes de su reparto entre los estados miembros.

Esta es la declaración aprobada en el Consejo de Asuntos Exteriores??
https://t.co/1dFzE6H77G",immigracio
635,"El affaire Messi revela hasta qué punto la mayoría de la sociedad catalana vive en la neurosis, el infantilismo y la paranoia.
La Argentina del sur de Europa, con su nacionalismo que todo lo tapa, sus políticos demagógicos y corruptos, y sus ídolos futboleros.",drets socials
636,"??""@miqueliceta ha sigut primer secretari en una etapa molt difícil i ha deixat un partit més cohesionat i fort.

??Ara toca un relleu natural, @salvadorilla"".

??Entrevista a @aliciarll a @elperiodico_cat.

#PSC/❤

https://t.co/jIWbB2cjJJ",interior
637,"?? @Mireia_veca, diputada de la @cupnacional : ""Per nosaltres l'aeroport del Prat és una línia vermella"" https://t.co/2m8u1R3ulv",interior
638,"?? Lo llevamos advirtiendo mucho tiempo. El año pasado cuando Sánchez también se fue a la Mareta, agosto terminó con 4.000 llegadas en patera a #Canarias

Este año ya son 8.000 y de nuevo no ha puesto ninguna solución para frenarlo.

¿Se pueden tener tan pocos escrúpulos? https://t.co/FdJ7Ptx7tA",interior
639,"En este aniversario del asesinato de Lorca, no olvidamos su muerte pero celebramos su vida.

Su ejemplo y sus palabras:
????????
????????????????
??????????????????

Nos enseñó que el compromiso social no está reñido con la libertad personal sino que es su inicio.

?? @Adrilastra https://t.co/MSNPTZj4bj",justicia
640,"???? Cuatro menas roban y agreden con cuchillos y botellas rotas a un adolescente, menor de edad, y a su primo, de 25 años. Los cuatro menas tenían antecedentes, todos ellos con varias reseñas por robo con violencia e intimidación y por robo con fuerza.

https://t.co/Pmfnp1T5B5",justicia
641,"El PSC decidirá en septiembre la fecha en la que Illa relevará a Iceta al frente del partido, Daniel G. Sastre @dgsastre @elperiodico https://t.co/RocNRZCUSz",interior
642,"""La oposición debe apoyar al Gobierno en situaciones complejas, pero para eso es importante saber qué es lo que ha hecho y qué es lo que falta por hacer. Podremos criticar y aportar medidas. Apoyar un plan requiere de conocerlo"".

??️ @JavierMaroto en @MasDeUno",interior
645,"Gràcies a veïns, veïnes, entitats, associacions i alcaldesses que ho heu fet possible ?? 

Serà un plaer celebrar aquesta victòria amb vosaltres el proper ??15 de juliol a les ⏰19h??a la Plaça de les Roses. 

Us hi esperem! https://t.co/MAa4aNPkJH",interior
646,"Hoy en el #CMin damos un paso fundamental para derogar la reforma del PP que ponía en peligro las pensiones.

Blindamos su revalorización al IPC y eliminamos el factor de sostenibilidad que realmente las empobrecía.

Gracias a los y las pensionistas por luchar por sus derechos.",autopromocio
647,"El suicidio es la primera causa externa de muerte en los jóvenes españoles. La salud mental tiene que ser una prioridad.

Más psicólogos y psiquiatras en la pública y más prevención. Unidas Podemos lleva años empujando para que la #LeySaludMental sea una realidad en nuestro país.",salut
648,"La subida del SMI de 2019 redujo la desigualdad y la pobreza, y nos acerca más al cumplimiento de nuestra Constitución.

Los que se opusieron a esta subida cada vez tienen menos razones para criticarlo y el Gobierno de coalición más para seguir subiéndolo. https://t.co/9eRMW3PA95",autopromocio
649,"85 años después Lorca está en una cuneta y su asesino, Queipo de Llano, enterrado con honores.

Falta mucho camino por recorrer para que en España exista verdad, justicia y reparación con las víctimas del franquismo.",justicia
650,"❌ Sánchez ha pactado con Bildu, ha indultado a los presos independentistas, ha subido los impuestos a las clases medias y trabajadoras, ha hecho una gestión pésima de la pandemia y pactó con Iglesias un Gobierno radical.

?? La mentira como forma de Gobierno.

#SánchezNoCumple https://t.co/hOPHpNlm7M",autopromocio
651,"#VamosEspaña ????

Joan Cardona se cuelga el bronce en vela en los juegos de #Tokyo2020 en una remontada impresionante en los últimos metros a meta.

¡Felicidades, @JCardonaPodium, por esta medalla ??!
#ElCorazónDeEspaña https://t.co/NAiBFL6hBD",cultura
652,"Acaban de detener en Granada a mi compañero Néstor Salvador cuando terminaba un homenaje a la Huelga del 70 de la Construcción. Aquí nos siguen deteniendo por defender derechos mientras Miserables corruptos como los de la Monarquía siguen en total impunidad. 
LIBERTAD YA!! https://t.co/eLU04ZwnQ6",drets socials
653,"?? En aquest context de #CrisiClimàtica es pot plantejar l'ampliació de l'aeroport del Prat? NO! 

✅ El 19 de setembre tothom al carrer pel clima, la salut i la vida!  #MenysAvionsMésVida https://t.co/ElferB2OnZ",accio climatica alimentacio i agenda rural
654,"??️ A partir de las 14:15h, @pablocasado_ atiende a los medios de comunicación en su visita al Centro de Alojamiento de Inmigrantes de La Frontera. 

?? Puedes seguirlo a través de nuestras redes sociales y en https://t.co/tx7WSWYHvg. https://t.co/w3EVKMpIpj",accio exterior i govern obert
656,"Como siempre, os esperamos a todos los catalanes con los brazos abiertos, y más aún en este #Xacobeo. 

  ¡Gracias, Alejandro! https://t.co/eOLDdLpS9s",interior
658,"El acuerdo logrado esta semana en torno a las pensiones en el #CMin tiene 3 elementos esenciales:

?? Reconstrucción del consenso social.
?? Revalorización de las pensiones.
?? Clarificación de las fuentes de financiación de la Seguridad Social.

??️ @sanchezcastejon https://t.co/x5xoFkDCrO",empresa i treball
659,"?? La CUP-NCG envia una carta al Govern rebutjant la invitació a la reunió prèvia a la Comissió Bilateral Generalitat-Estat 

""No només rebutgem formar part de l’espai, sinó que convidem al govern a replantejar la seva posició en la forma de participar-hi"" https://t.co/ZWLPeD441k",interior
660,"?? @Igarrigavaz: “A todos aquellos que tengan la voluntad de subvertir el orden constitucional les doy un consejo: vayan haciendo las maletas, cojan buenos libros porque acabarán todos en prisión, que es donde no deberían haber salido algunos”.
#SoloquedaVOX #Los11deVOX https://t.co/Z5vtTJ12eL",autopromocio
661,??️ @lciuro al @maticatradio sobre la taula de diàleg: “la part catalana té molt clar el que anirem a negociar: amnistia i autodeterminació. Cal posar l’accent en saber quina oferta té la part espanyola per Catalunya”. https://t.co/ymQiQWMizL,interior
662,"Los independentistas tienen a Sánchez agarrado por la solapa y permitirá un referéndum para seguir en el poder.

Tras los indultos inician un 2º procés como se vio anteayer en Waterloo.

Y pretenden que los españoles paguen la ronda de los secesionistas con un fondo de reptiles. https://t.co/BgKy4Cxqhd",interior
663,"On governem fa anys que apostem per les renovables #RenovablesSí però planificant i de manera coherent 
https://t.co/SZ6Kpdqypx",accio climatica alimentacio i agenda rural
664,"?? ""No conozco a ninguna mujer cuya aspiración vital sea ser mujer cuota""

??️ @tonilopez_Vox sobre feminizar el cuerpo de bomberos. https://t.co/SullUCWXIT",igualtat i feminismes
665,El vot particular de 2 magistrats del TC en el recurs d @jorditurull és demolidor. Hi ha moltes possibilitats que sigui el preludi d’una revocació de la condemna per part del TEDH. En aquestes circumstàncies mantenir-lo a presó (a ell i a tots els altres presos) és acarnissament.,interior
666,"VOX denuncia ante Fiscalía al grupo separatista Acció Per La Independència por su ataque a la cripta de Montserrat.

Por delitos contra los sentimientos religiosos, ultraje a la bandera, odio y daños al patrimonio en el ataque contra la Cripta de los Tercios de Requetés.",interior
667,"Que no sea solo el fuego el que nos haga acordarnos de esa España que ahora lo sufre.
Nunca más una España olvidada. Necesitamos un gobierno que trabaje para todas las provincias y para el campo.
Mi abrazo a agricultores y ganaderos de Ávila. Fuerza a los que combaten las llamas. https://t.co/bEXYGGPJ4r",justicia
668,"Quin dolor i quina tristesa...
Aquests crims terribles tenen víctimes, culpables i responsables.
Continuarem avançant per viure en llibertat la societat diversa i plural que som, a pesar d'ells, contra ells 

#JusticiaParaSamuel https://t.co/ra5eoYYEYQ",justicia
669,"El Gobierno ha adoptado medidas importantes para frenar los precios de la electricidad: reducción del IVA, regulación de beneficios caídos del cielo y creación del Fondo de Sostenibilidad del Sistema Eléctrico. 
Pero es evidente que urge una reforma más profunda, en esta línea??",accio climatica alimentacio i agenda rural
670,"¿Conflicto de competencias? Abrimos hilo??

1/7 Con el Mar Menor estamos viendo cómo las distintas administraciones se echan la culpa escudándose en un conflicto de competencias sobre el Mar Menor. Desde Unidas Podemos tenemos la solución: crear el #ParqueRegional del Mar Menor⬇️ https://t.co/byo93ah6Ql",accio climatica alimentacio i agenda rural
671,"?? Catalunya amplia els sectors beneficiaris a 191 sectors, els quals aglutinen 189.861 empreses.

S'afegeixen així 96 activitats al llistat, respecte les 95 que incorpora el reial decret llei 5/2021, que hagin tingut una caiguda acreditada de facturació igual o superior al 25%.",interior
672,"Els indults són gratificants personalment, però la repressió continua i no oblidem que hi ha companys i companyes que no són a casa. https://t.co/wTyDkV0nNE",justicia
673,Najat sempre i a tot arreu amb tu. La ignorància és molt atrevida. https://t.co/TrR8AnwTkD,interior
674,"Atacan la cultura española, atacan nuestras tradiciones. Atacan el modo de vida del mundo rural. Nosotros no permitiremos el avance del animalismo desquiciado y defenderemos la #libertad #toros #CangasdeOnis #Asturias https://t.co/mMQD3FDRTJ",drets socials
675,"??La portaveu, @aliciarll, es reuneix amb @Rosanchezgrau, consellera d’Hisenda i Relacions Exteriors del Govern de les Illes Balears. 
@HisendaGOIB

#PSC/❤️ https://t.co/YvkcGSrVC0",interior
677,"Julia, Ana, Carmen, Pilar, Dionisia, Victoria, Blanca, Adelina, Martina 
Elena, Virtudes, Luisa i Joaquina.

Les #TreceRosas ??

No oblidem. https://t.co/TtNqmIRbj0",justicia
678,"El viaje a EEUU de Sánchez abochorna a España. 
Biden le vuelve a dejar plantado cuando acaba de recibir a Merkel y al presidente de Ucrania en unos días.

Del ridículo de los 29 segundos de pasillo a entrevistas para atacar al PP y al embargo a Cuba.
No se puede caer más bajo. https://t.co/WpDrWTPW9Z",interior
680,"https://t.co/buHwLnzocV

En Cataluña está todo pervertido tras 40 años de control de la mafia separatista.

El Consejo de Garantías  Estatutarias acaba de avalar la malversación y la prevaricación.

Recuperaremos Cataluña y sus instrucciones.

Y los delincuentes pagarán por ello.",interior
681,"""Haeretici frexentur templa, boni nihil fecerunt contra; ergo debent omnes patibulari"".
Aquest lema del ""Tribunal de Tumultos"" continua inspirant els fanàtics successors del Duque de Alba en la seva relació amb Catalunya. El 155 també era això, i porta la firma de Pedro Sánchez.",interior
683,"Les imatges del #IFSantaColomaQueralt encongeixen el cor. Quina tristor veure el país en flames.

Molta força i ànims a totes les persones afectades i als equips d'emergències que esteu treballant a la zona. Avui totes estem amb vosaltres.",accio climatica alimentacio i agenda rural
685,"????@salvadorilla:

??Como socialistas siempre hemos defendido la Sanidad pública, la Educación pública, las pensiones públicas.

PÚBLICO, porque es de TODOS y de TODAS.
Esta es nuestra BANDERA. https://t.co/aLYLNTuvC2",interior
686,"Posem en marxa la ponència per a la proposició de llei sobre mesures urgents per fer front a l’emergència habitacional.

Parlarem alt i clar:

➡️en defensa de la propietat privada

➡️ i la col.laboració amb el sector privat

➡️ el fracàs de mesures intervencionistes https://t.co/xAyV8ntUsw",economia i hisenda
687,"La única posibilidad de que baje el precio de la luz es construyendo una empresa pública de energía que combata el control de precios del oligopolio eléctrico. 

https://t.co/dviCkc4Bj3",economia i hisenda
688,"Cuando estaban en la oposición decían que la luz subía por culpa del PP y ahora que gobiernan señalan a la UE.

Vuelven a recurrir al comodín de Europa. Ya lo hicieron inventándose que Bruselas les pedía reformar el delito de sedición y les impedía bajar el IVA de las mascarillas https://t.co/gKM9UhTNyt",interior
689,Un @govern @JosepGCambray que no planifica adequadament els recursos educatius provoca que avui més de 20.000 alumnes estiguin sense plaça en la FP pública. Cal crear ja aquestes places públiques. L’educació és un dret irrenunciable i inajornable.@cupeducacio,educacio
690,"#Los52deVOX no nos rendiremos, somos la única oposición.

No dejaremos de proteger a los españoles frente al peor Gobierno en 80 años ?????? https://t.co/78mYsE0wry",interior
691,"En el Maresme (Masnou) hablando con los vecinos preocupados por la inseguridad creciente: robos, peleas con armas blancas y un asesinato reciente a manos de menores ex tutelados.

El buenismo progre y el separatismo silencian la realidad que ellos han provocado. https://t.co/nt5NhRfJFn",interior
692,"L'Estat espanyol excarcerarà uns #presospolítics que no haurien d'haver passat ni un dia a la presó abans que li ordeni la justícia europea, però ho farà tres anys i mig tard. Que ningú intenti vendre que amb els indults se soluciona el problema polític ?? https://t.co/AqTx3AKjbQ https://t.co/oLRfRN2460",justicia
693,"Intervendré tras la comparecencia de Aragonés sobre los indultos y la malversación de fondos públicos.

Lo dejaré claro: recurriremos el decreto ley que pretende avalar la fianza y presentaremos querella por malversación de caudales públicos.

¡Recuperemos Cataluña! https://t.co/u8nmFYH7U5",economia i hisenda
694,"❌ El #Govern condemna l'homicidi d'un infant en un presumpte cas de violència vicària. La #consellera d'@igualtatcat, @taniaverge, ha participat al minut de silenci de rebuig a la plaça Sant Jaume de #Barcelona

Treballem per un país lliure de #violències
☎️ 900 900 120 https://t.co/tHLPehog9u",justicia
695,"??️@el_pais recoge la historia de Laura (nombre ficticio), víctima de violencia machista, y su perra Buddy. 

Con @VioPet112 Laura pudo huir sin dejar a su animal de compañía en manos de su agresor.

Si sufres una situación similar, llama al ??673 765 330.
https://t.co/KagZEWJ7Pl",igualtat i feminismes
696,"✅ ""A totes les ciutats del món on s’han posat les urnes per a decidir si es feien jocs olímpics o no, ha sortit que NO. Calgary, al Canadà; a Sió, Suïssa; a Innsbruck, Àustria. Territoris amb molta més neu que al Pirineu i economies més desenvolupades han votat que no als jocs.""",cultura
697,"Mi más enérgica repulsa al señalamiento público al que VOX pretende someter a RBA y a @eljueves. 
Ricardo, mi más sincero apoyo y mi firme compromiso con la libertad de expresión.",interior
698,"?? @SofCastanon: ""Fijar el precio de la nuclear y establecer un precio máximo para las hidroeléctricas forma parte de la estrategia de ponerle coto a los beneficios caídos del cielo de las eléctricas. No nos podemos permitir que la ciudadanía no pueda pagar la luz"". https://t.co/48TL7hEp87",economia i hisenda
699,"Un condol extensiu també a la família, amics i companys de l’Emma Roca, pionera del cos de @bomberscat i de l’esport de muntanya a Catalunya https://t.co/1rwI5v8la7",interior
700,La Conferència de Presidents d'avui era una gran oportunitat per teixir aliances i aconseguir més recursos per Catalunya. És un error del President Aragonès que ens passarà factura a tots els catalans i catalanes,presidencia
701,"Seguimos insistiendo en que el Gobierno dé explicaciones y solucione el caos generado en la adjudicación de plazas MIR.

Hoy, tras una pregunta del @ppegrupo, Bruselas nos da la razón: https://t.co/5QgKo7w62E",presidencia
702,"??@mijoler: 
""Hi ha alternativa, però ni s'ha debatut
És la imposició d'AENA i els lobbies i són 1.700 M € de diners públics que haurien d'anar al corredor mediterrani, a millorar l'aeroport, a interconnexions ferroviàries""

a l'@AquiCuni ?? https://t.co/Baqil139Qw https://t.co/VpVXtxW7YR",interior
703,"La @DiputacioLleida assumeix el deute de #pobresaenergetica que correspondria sufragar als municipis de Lleida, Alt Pirineu i Aran. Aportem tranquilitat a les famílies i als municipis, l’administració més propera i la primera que s’obliga a garantir els subministraments vitals. https://t.co/DuecO7FvkZ https://t.co/FOf6S1JAzK",interior
704,"No és justícia, és venjança. La sentència diu que no hi ha proves concloents, però cinc anys de presó. Causa general contra l'independentisme. I, en aquest cas, atiada per normatives que fa temps que diem que s'han de canviar. https://t.co/8mkwa5o9VX",drets socials
705,"Que no sea solo el fuego el que nos haga acordarnos de esa España que ahora lo sufre.
Nunca más una España olvidada. Necesitamos un gobierno que trabaje para todas las provincias y para el campo.
Mi abrazo a agricultores y ganaderos de Ávila. Fuerza a los que combaten las llamas. https://t.co/bEXYGGPJ4r",accio climatica alimentacio i agenda rural
706,"Todo nuestro apoyo a los equipos de emergencias que luchan contra el fuego en estos días de ola de calor y sequía.

Ante el grave riesgo de incendios pedimos máxima precaución y responsabilidad para proteger nuestro entorno natural.

Nos jugamos demasiado. https://t.co/yvxOMPL1XA",accio climatica alimentacio i agenda rural
707,"Ya en @technology, con @emilychangtv. El potencial tecnológico de España y las medidas que estamos impulsando desde el Gobierno para maximizar las ventajas de la transición digital son algunos de los temas de los que hablaremos.

https://t.co/FFDz7DorB2",recerca i universitats
708,"Cinisme: PSOE i PODEMOS aproven d’amagatotis, en ple mes d’agost, sense transparència i sense consens, una línia elèctrica de 181km.

Trinxen tot el territori amb un projecte que no aportarà cap nova inversió i que no rebaixarà el preu de la llum.

El sud de Catalunya diem #PROU! https://t.co/j22vqYOwlB",interior
709,"Gano él, ellos no. 85 años después de su asesinato Federico García Lorca sigue en nuestra memoria. 85 años de profunda vergüenza sin conocer el paradero de sus restos mortales. ¡Memoria, justicia y reparación! Por él y por todas las víctimas del franquismo. https://t.co/tEWLpQbcU6",justicia
710,"Hace 85 años el gobierno socialista asesinó al líder de la oposición, José Calvo Sotelo.

Hoy promulgan leyes para ocultar ese crimen.

Desde VOX recordamos a todos los que, desde cualquier bando, quisieron una España mejor.",autopromocio
711,"Vecinos de Almería denuncian que inmigrantes magrebíes se cuelan en sus urbanizaciones y que están atemorizados.

Pero a Juanma Moreno le preocupa más su globalista ""Estrategia Andaluza para la immigracion"" que proteger a los andaluces de la inseguridad.

https://t.co/RprG6Cpnon",immigracio
712,"El presidente del Gobierno se ha reunido en #PaloAlto con los CEOs de HP, Intel, Qualcomm, PayPal, LinkedIn y Levi's.

Objetivo➡️presentar las oportunidades de negocio que ofrece España, en el marco del #PlandeRecuperación, con énfasis en el impulso a la transformación digital. https://t.co/TBgfvygf2I",economia i hisenda
713,Esquerra Republicana condemna la presa de poder dels talibans a l'Afganistan i insta la UE a acollir-ne les persones refugiades https://t.co/x1yBgoiI2y,accio exterior i govern obert
